transaction_id,customer_id,date,amount,transaction_type,merchant,category,channel,recurring,description
txn_cust_001_0050,cust_001,2025-09-16,5024.89,debit,SBI RD,Savings,UPI,True,Savings payment - SBI RD
txn_cust_001_0051,cust_001,2025-09-24,2065.36,debit,Google Pay,UPI Transfer,Debit Card,False,UPI Transfer payment - Google Pay
txn_cust_001_0052,cust_001,2025-10-05,58000.0,credit,School Teacher Salary,Salary,NEFT,True,Salary credit Oct 2025
txn_cust_001_0053,cust_001,2025-10-04,11998.31,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_001_0054,cust_001,2025-10-15,5923.33,debit,Local Kirana,Groceries,Debit Card,True,Groceries payment - Local Kirana
txn_cust_001_0055,cust_001,2025-10-09,2230.07,debit,MPEZ,Utilities,Cash,True,Utilities payment - MPEZ
txn_cust_001_0056,cust_001,2025-10-16,1362.91,debit,Ola,Transport,Debit Card,False,Transport payment - Ola
txn_cust_001_0057,cust_001,2025-10-17,400.83,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_001_0058,cust_001,2025-10-23,1079.8,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_001_0059,cust_001,2025-10-08,1847.82,debit,School Fee,Education,Cash,True,Education payment - School Fee
txn_cust_001_0060,cust_001,2025-10-09,816.3,debit,Amazon,Shopping,UPI,False,Shopping payment - Amazon
txn_cust_001_0061,cust_001,2025-10-15,1266.78,debit,Amazon,Shopping,Cash,False,Shopping payment - Amazon
txn_cust_001_0062,cust_001,2025-10-16,308.47,debit,PVR Cinema,Entertainment,NEFT,False,Entertainment payment - PVR Cinema
txn_cust_001_0063,cust_001,2025-10-04,338.76,debit,Netflix,Entertainment,Debit Card,False,Entertainment payment - Netflix
txn_cust_001_0064,cust_001,2025-10-04,9500.65,debit,HDFC Bank EMI,EMI,Cash,True,EMI payment - HDFC Bank EMI
txn_cust_001_0065,cust_001,2025-10-08,4021.53,debit,SBI RD,Savings,UPI,True,Savings payment - SBI RD
txn_cust_001_0066,cust_001,2025-10-05,1482.47,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_001_0067,cust_001,2025-11-04,58000.0,credit,School Teacher Salary,Salary,NEFT,True,Salary credit Nov 2025
txn_cust_001_0068,cust_001,2025-11-09,12001.53,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_001_0069,cust_001,2025-11-15,6986.5,debit,Local Kirana,Groceries,Debit Card,True,Groceries payment - Local Kirana
txn_cust_001_0070,cust_001,2025-11-24,2672.58,debit,Airtel,Utilities,NEFT,True,Utilities payment - Airtel
txn_cust_001_0071,cust_001,2025-11-14,709.56,debit,Ola,Transport,Debit Card,False,Transport payment - Ola
txn_cust_001_0072,cust_001,2025-11-04,417.36,debit,Ola,Transport,Cash,False,Transport payment - Ola
txn_cust_001_0073,cust_001,2025-11-20,388.82,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_001_0074,cust_001,2025-11-06,100.0,debit,City Hospital,Healthcare,UPI,False,Healthcare payment - City Hospital
txn_cust_001_0075,cust_001,2025-11-09,211.03,debit,City Hospital,Healthcare,Debit Card,False,Healthcare payment - City Hospital
txn_cust_001_0076,cust_001,2025-11-24,1707.51,debit,School Fee,Education,UPI,True,Education payment - School Fee
txn_cust_001_0077,cust_001,2025-11-28,1565.88,debit,Ajio,Shopping,Debit Card,False,Shopping payment - Ajio
txn_cust_001_0078,cust_001,2025-11-06,1121.37,debit,Amazon,Shopping,UPI,False,Shopping payment - Amazon
txn_cust_001_0079,cust_001,2025-11-05,883.8,debit,Ajio,Shopping,NEFT,False,Shopping payment - Ajio
txn_cust_001_0080,cust_001,2025-11-12,279.55,debit,Netflix,Entertainment,Debit Card,False,Entertainment payment - Netflix
txn_cust_001_0081,cust_001,2025-11-18,401.12,debit,PVR Cinema,Entertainment,Debit Card,False,Entertainment payment - PVR Cinema
txn_cust_001_0082,cust_001,2025-11-04,9501.6,debit,HDFC Bank EMI,EMI,Debit Card,True,EMI payment - HDFC Bank EMI
txn_cust_001_0083,cust_001,2025-11-03,4457.97,debit,SBI RD,Savings,Debit Card,True,Savings payment - SBI RD
txn_cust_001_0084,cust_001,2025-11-25,1246.18,debit,Google Pay,UPI Transfer,Cash,False,UPI Transfer payment - Google Pay
txn_cust_001_0085,cust_001,2025-12-05,58000.0,credit,School Teacher Salary,Salary,NEFT,True,Salary credit Dec 2025
txn_cust_001_0086,cust_001,2025-12-02,11999.41,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_001_0087,cust_001,2025-12-06,7292.25,debit,Local Kirana,Groceries,UPI,True,Groceries payment - Local Kirana
txn_cust_001_0088,cust_001,2025-12-28,2515.51,debit,Airtel,Utilities,NEFT,True,Utilities payment - Airtel
txn_cust_001_0089,cust_001,2025-12-27,839.65,debit,Ola,Transport,Debit Card,False,Transport payment - Ola
txn_cust_001_0090,cust_001,2025-12-08,842.45,debit,BRTS,Transport,NEFT,False,Transport payment - BRTS
txn_cust_001_0091,cust_001,2025-12-29,544.65,debit,City Hospital,Healthcare,NEFT,False,Healthcare payment - City Hospital
txn_cust_001_0092,cust_001,2025-12-09,476.19,debit,MedPlus,Healthcare,NEFT,False,Healthcare payment - MedPlus
txn_cust_001_0093,cust_001,2025-12-25,299.6,debit,City Hospital,Healthcare,Cash,False,Healthcare payment - City Hospital
txn_cust_001_0094,cust_001,2025-12-27,1469.62,debit,Byju's,Education,Debit Card,True,Education payment - Byju's
txn_cust_001_0095,cust_001,2025-12-29,3133.55,debit,Myntra,Shopping,Cash,False,Shopping payment - Myntra
txn_cust_001_0096,cust_001,2025-12-08,460.44,debit,PVR Cinema,Entertainment,Debit Card,False,Entertainment payment - PVR Cinema
txn_cust_001_0097,cust_001,2025-12-09,9499.39,debit,HDFC Bank EMI,EMI,UPI,True,EMI payment - HDFC Bank EMI
txn_cust_001_0098,cust_001,2025-12-23,5837.61,debit,SBI RD,Savings,Cash,True,Savings payment - SBI RD
txn_cust_001_0099,cust_001,2025-12-26,733.05,debit,Google Pay,UPI Transfer,Debit Card,False,UPI Transfer payment - Google Pay
txn_cust_001_0100,cust_001,2025-12-22,843.31,debit,Google Pay,UPI Transfer,Debit Card,False,UPI Transfer payment - Google Pay
txn_cust_002_0001,cust_002,2025-07-04,31708.34,credit,Auto Driver Salary,Salary,NEFT,True,Salary credit Jul 2025
txn_cust_002_0002,cust_002,2025-07-23,7278.61,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_002_0003,cust_002,2025-07-08,5456.87,debit,Reliance Fresh,Groceries,Debit Card,True,Groceries payment - Reliance Fresh
txn_cust_002_0004,cust_002,2025-07-24,1753.36,debit,Torrent Power,Utilities,Cash,True,Utilities payment - Torrent Power
txn_cust_002_0005,cust_002,2025-07-11,437.39,debit,Ola,Transport,UPI,False,Transport payment - Ola
txn_cust_002_0006,cust_002,2025-07-30,662.69,debit,Fuel Station,Transport,Debit Card,False,Transport payment - Fuel Station
txn_cust_002_0007,cust_002,2025-07-18,651.67,debit,Fuel Station,Transport,Debit Card,False,Transport payment - Fuel Station
txn_cust_002_0008,cust_002,2025-07-28,196.5,debit,MedPlus,Healthcare,Debit Card,False,Healthcare payment - MedPlus
txn_cust_002_0009,cust_002,2025-07-26,1214.67,debit,MedPlus,Healthcare,Debit Card,False,Healthcare payment - MedPlus
txn_cust_002_0010,cust_002,2025-07-09,226.12,debit,District Hospital,Healthcare,Cash,False,Healthcare payment - District Hospital
txn_cust_002_0011,cust_002,2025-07-26,2144.55,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_002_0012,cust_002,2025-07-31,153.05,debit,Amazon,Shopping,Debit Card,False,Shopping payment - Amazon
txn_cust_002_0013,cust_002,2025-07-14,285.49,debit,Amazon,Shopping,Cash,False,Shopping payment - Amazon
txn_cust_002_0014,cust_002,2025-07-15,481.16,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_002_0015,cust_002,2025-07-26,100.0,debit,Hotstar,Entertainment,Cash,False,Entertainment payment - Hotstar
txn_cust_002_0016,cust_002,2025-07-28,303.21,debit,Hotstar,Entertainment,UPI,False,Entertainment payment - Hotstar
txn_cust_002_0017,cust_002,2025-07-14,13497.56,debit,SBI EMI,EMI,UPI,True,EMI payment - SBI EMI
txn_cust_002_0018,cust_002,2025-07-11,1733.9,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_002_0019,cust_002,2025-08-06,27421.83,credit,Auto Driver Salary,Salary,NEFT,True,Salary credit Aug 2025
txn_cust_002_0020,cust_002,2025-08-23,6684.48,debit,Landlord Transfer,Rent,Cash,True,Rent payment - Landlord Transfer
txn_cust_002_0021,cust_002,2025-08-10,4789.15,debit,Reliance Fresh,Groceries,Cash,True,Groceries payment - Reliance Fresh
txn_cust_002_0022,cust_002,2025-08-16,2088.74,debit,Torrent Power,Utilities,NEFT,True,Utilities payment - Torrent Power
txn_cust_002_0023,cust_002,2025-08-31,451.47,debit,Fuel Station,Transport,Cash,False,Transport payment - Fuel Station
txn_cust_002_0024,cust_002,2025-08-11,146.0,debit,Fuel Station,Transport,Cash,False,Transport payment - Fuel Station
txn_cust_002_0025,cust_002,2025-08-31,858.6,debit,Fuel Station,Transport,Cash,False,Transport payment - Fuel Station
txn_cust_002_0026,cust_002,2025-08-29,1781.94,debit,MedPlus,Healthcare,Debit Card,False,Healthcare payment - MedPlus
txn_cust_002_0027,cust_002,2025-08-23,2601.29,debit,School Fee,Education,Cash,True,Education payment - School Fee
txn_cust_002_0028,cust_002,2025-08-27,679.45,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_002_0029,cust_002,2025-08-12,203.21,debit,Hotstar,Entertainment,NEFT,False,Entertainment payment - Hotstar
txn_cust_002_0030,cust_002,2025-08-12,100.0,debit,Hotstar,Entertainment,UPI,False,Entertainment payment - Hotstar
txn_cust_002_0031,cust_002,2025-08-14,13499.83,debit,SBI EMI,EMI,UPI,True,EMI payment - SBI EMI
txn_cust_002_0032,cust_002,2025-08-08,1430.43,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_002_0033,cust_002,2025-09-03,30530.96,credit,Auto Driver Salary,Salary,NEFT,True,Salary credit Sep 2025
txn_cust_002_0034,cust_002,2025-09-20,7470.55,debit,Landlord Transfer,Rent,Cash,True,Rent payment - Landlord Transfer
txn_cust_002_0035,cust_002,2025-09-04,6401.85,debit,Local Kirana,Groceries,Cash,True,Groceries payment - Local Kirana
txn_cust_002_0036,cust_002,2025-09-25,1273.2,debit,Torrent Power,Utilities,Cash,True,Utilities payment - Torrent Power
txn_cust_002_0037,cust_002,2025-09-03,1438.74,debit,Ola,Transport,Debit Card,False,Transport payment - Ola
txn_cust_002_0038,cust_002,2025-09-29,1017.12,debit,Ola,Transport,NEFT,False,Transport payment - Ola
txn_cust_002_0039,cust_002,2025-09-10,100.0,debit,MedPlus,Healthcare,Cash,False,Healthcare payment - MedPlus
txn_cust_002_0040,cust_002,2025-09-24,156.98,debit,MedPlus,Healthcare,NEFT,False,Healthcare payment - MedPlus
txn_cust_002_0041,cust_002,2025-09-29,2026.82,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_002_0042,cust_002,2025-09-21,100.0,debit,Amazon,Shopping,UPI,False,Shopping payment - Amazon
txn_cust_002_0043,cust_002,2025-09-23,276.36,debit,Meesho,Shopping,NEFT,False,Shopping payment - Meesho
txn_cust_002_0044,cust_002,2025-09-11,513.16,debit,Meesho,Shopping,Debit Card,False,Shopping payment - Meesho
txn_cust_002_0045,cust_002,2025-09-17,258.95,debit,Hotstar,Entertainment,Debit Card,False,Entertainment payment - Hotstar
txn_cust_002_0046,cust_002,2025-09-27,13500.07,debit,SBI EMI,EMI,Debit Card,True,EMI payment - SBI EMI
txn_cust_002_0047,cust_002,2025-09-18,1220.87,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_002_0048,cust_002,2025-10-04,31999.56,credit,Auto Driver Salary,Salary,NEFT,True,Salary credit Oct 2025
txn_cust_002_0049,cust_002,2025-10-23,7030.4,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_002_0050,cust_002,2025-10-10,6372.12,debit,Local Kirana,Groceries,UPI,True,Groceries payment - Local Kirana
txn_cust_002_0051,cust_002,2025-10-18,1586.43,debit,Torrent Power,Utilities,NEFT,True,Utilities payment - Torrent Power
txn_cust_002_0052,cust_002,2025-10-25,796.05,debit,Ola,Transport,Debit Card,False,Transport payment - Ola
txn_cust_002_0053,cust_002,2025-10-26,1270.09,debit,Fuel Station,Transport,NEFT,False,Transport payment - Fuel Station
txn_cust_002_0054,cust_002,2025-10-06,1463.28,debit,District Hospital,Healthcare,Debit Card,False,Healthcare payment - District Hospital
txn_cust_002_0055,cust_002,2025-10-15,100.0,debit,MedPlus,Healthcare,NEFT,False,Healthcare payment - MedPlus
txn_cust_002_0056,cust_002,2025-10-05,1699.54,debit,School Fee,Education,UPI,True,Education payment - School Fee
txn_cust_002_0057,cust_002,2025-10-22,473.16,debit,Amazon,Shopping,UPI,False,Shopping payment - Amazon
txn_cust_002_0058,cust_002,2025-10-14,100.0,debit,Meesho,Shopping,Debit Card,False,Shopping payment - Meesho
txn_cust_002_0059,cust_002,2025-10-03,749.53,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_002_0060,cust_002,2025-10-16,581.9,debit,Hotstar,Entertainment,Cash,False,Entertainment payment - Hotstar
txn_cust_002_0061,cust_002,2025-10-26,13499.72,debit,SBI EMI,EMI,Cash,True,EMI payment - SBI EMI
txn_cust_002_0062,cust_002,2025-10-16,587.54,debit,Paytm,UPI Transfer,Debit Card,False,UPI Transfer payment - Paytm
txn_cust_002_0063,cust_002,2025-10-05,1449.69,debit,Paytm,UPI Transfer,Cash,False,UPI Transfer payment - Paytm
txn_cust_002_0064,cust_002,2025-11-04,28370.54,credit,Auto Driver Salary,Salary,NEFT,True,Salary credit Nov 2025
txn_cust_002_0065,cust_002,2025-11-20,6243.58,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_002_0066,cust_002,2025-11-07,7919.51,debit,Reliance Fresh,Groceries,NEFT,True,Groceries payment - Reliance Fresh
txn_cust_002_0067,cust_002,2025-11-13,1939.98,debit,BSNL,Utilities,Debit Card,True,Utilities payment - BSNL
txn_cust_002_0068,cust_002,2025-11-10,1454.07,debit,Fuel Station,Transport,NEFT,False,Transport payment - Fuel Station
txn_cust_002_0069,cust_002,2025-11-04,575.32,debit,Fuel Station,Transport,Cash,False,Transport payment - Fuel Station
txn_cust_002_0070,cust_002,2025-11-17,331.61,debit,MedPlus,Healthcare,Cash,False,Healthcare payment - MedPlus
txn_cust_002_0071,cust_002,2025-11-27,598.85,debit,District Hospital,Healthcare,UPI,False,Healthcare payment - District Hospital
txn_cust_002_0072,cust_002,2025-11-09,1916.2,debit,School Fee,Education,Debit Card,True,Education payment - School Fee
txn_cust_002_0073,cust_002,2025-11-19,991.58,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_002_0074,cust_002,2025-11-13,1105.65,debit,Meesho,Shopping,Debit Card,False,Shopping payment - Meesho
txn_cust_002_0075,cust_002,2025-11-10,195.99,debit,Hotstar,Entertainment,UPI,False,Entertainment payment - Hotstar
txn_cust_002_0076,cust_002,2025-11-25,176.56,debit,Hotstar,Entertainment,NEFT,False,Entertainment payment - Hotstar
txn_cust_002_0077,cust_002,2025-11-08,13499.14,debit,SBI EMI,EMI,Debit Card,True,EMI payment - SBI EMI
txn_cust_002_0078,cust_002,2025-11-21,285.54,debit,Paytm,UPI Transfer,UPI,False,UPI Transfer payment - Paytm
txn_cust_002_0079,cust_002,2025-11-28,426.18,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_002_0080,cust_002,2025-11-02,690.32,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_002_0081,cust_002,2025-12-01,27418.48,credit,Auto Driver Salary,Salary,NEFT,True,Salary credit Dec 2025
txn_cust_002_0082,cust_002,2025-12-19,7311.32,debit,Landlord Transfer,Rent,NEFT,True,Rent payment - Landlord Transfer
txn_cust_002_0083,cust_002,2025-12-05,4917.18,debit,Local Kirana,Groceries,Debit Card,True,Groceries payment - Local Kirana
txn_cust_002_0084,cust_002,2025-12-17,1290.48,debit,BSNL,Utilities,Cash,True,Utilities payment - BSNL
txn_cust_002_0085,cust_002,2025-12-29,1052.07,debit,Ola,Transport,UPI,False,Transport payment - Ola
txn_cust_002_0086,cust_002,2025-12-28,1119.02,debit,Fuel Station,Transport,Cash,False,Transport payment - Fuel Station
txn_cust_002_0087,cust_002,2025-12-03,1505.5,debit,District Hospital,Healthcare,NEFT,False,Healthcare payment - District Hospital
txn_cust_002_0088,cust_002,2025-12-27,1129.48,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_002_0089,cust_002,2025-12-26,2150.53,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_002_0090,cust_002,2025-12-14,394.88,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_002_0091,cust_002,2025-12-15,295.82,debit,Meesho,Shopping,UPI,False,Shopping payment - Meesho
txn_cust_002_0092,cust_002,2025-12-21,739.77,debit,Amazon,Shopping,NEFT,False,Shopping payment - Amazon
txn_cust_002_0093,cust_002,2025-12-07,168.97,debit,Hotstar,Entertainment,NEFT,False,Entertainment payment - Hotstar
txn_cust_002_0094,cust_002,2025-12-19,275.92,debit,Hotstar,Entertainment,NEFT,False,Entertainment payment - Hotstar
txn_cust_002_0095,cust_002,2025-12-21,242.75,debit,Hotstar,Entertainment,Debit Card,False,Entertainment payment - Hotstar
txn_cust_002_0096,cust_002,2025-12-03,13500.02,debit,Bajaj Finance EMI,EMI,Debit Card,True,EMI payment - Bajaj Finance EMI
txn_cust_002_0097,cust_002,2025-12-04,558.8,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_002_0098,cust_002,2025-12-27,1183.96,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_002_0099,cust_002,2025-12-06,809.59,debit,Paytm,UPI Transfer,NEFT,False,UPI Transfer payment - Paytm
txn_cust_003_0001,cust_003,2025-07-04,25000.0,credit,Tailor Salary,Salary,NEFT,True,Salary credit Jul 2025
txn_cust_003_0002,cust_003,2025-07-06,5000.47,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_003_0003,cust_003,2025-07-14,3037.4,debit,Reliance Fresh,Groceries,UPI,True,Groceries payment - Reliance Fresh
txn_cust_003_0004,cust_003,2025-07-19,1042.71,debit,Jio,Utilities,Cash,True,Utilities payment - Jio
txn_cust_003_0005,cust_003,2025-07-07,283.31,debit,E-Rickshaw,Transport,Cash,False,Transport payment - E-Rickshaw
txn_cust_003_0006,cust_003,2025-07-28,399.65,debit,Bus Pass,Transport,Debit Card,False,Transport payment - Bus Pass
txn_cust_003_0007,cust_003,2025-07-31,1044.11,debit,Jan Aushadhi,Healthcare,Debit Card,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0008,cust_003,2025-07-23,938.78,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_003_0009,cust_003,2025-07-13,231.77,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_003_0010,cust_003,2025-07-25,467.89,debit,Local Shop,Shopping,UPI,False,Shopping payment - Local Shop
txn_cust_003_0011,cust_003,2025-07-26,100.0,debit,YouTube Premium,Entertainment,NEFT,False,Entertainment payment - YouTube Premium
txn_cust_003_0012,cust_003,2025-07-15,155.14,debit,YouTube Premium,Entertainment,Cash,False,Entertainment payment - YouTube Premium
txn_cust_003_0013,cust_003,2025-07-31,3770.74,debit,Post Office RD,Savings,Cash,True,Savings payment - Post Office RD
txn_cust_003_0014,cust_003,2025-07-15,1736.32,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_003_0015,cust_003,2025-08-03,25000.0,credit,Tailor Salary,Salary,NEFT,True,Salary credit Aug 2025
txn_cust_003_0016,cust_003,2025-08-20,5001.0,debit,Landlord Transfer,Rent,Cash,True,Rent payment - Landlord Transfer
txn_cust_003_0017,cust_003,2025-08-17,3443.14,debit,Local Market,Groceries,NEFT,True,Groceries payment - Local Market
txn_cust_003_0018,cust_003,2025-08-19,991.99,debit,Jio,Utilities,UPI,True,Utilities payment - Jio
txn_cust_003_0019,cust_003,2025-08-12,767.72,debit,E-Rickshaw,Transport,Debit Card,False,Transport payment - E-Rickshaw
txn_cust_003_0020,cust_003,2025-08-04,326.54,debit,Jan Aushadhi,Healthcare,NEFT,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0021,cust_003,2025-08-13,100.0,debit,Jan Aushadhi,Healthcare,Cash,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0022,cust_003,2025-08-07,1059.84,debit,School Fee,Education,UPI,True,Education payment - School Fee
txn_cust_003_0023,cust_003,2025-08-30,620.58,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_003_0024,cust_003,2025-08-26,459.59,debit,Local Shop,Shopping,Cash,False,Shopping payment - Local Shop
